X,Y,OBJECTID,SignalID,Locaction_Name,Type_,Status,Turn_on_Date,Precinct,Latitude,Longitude,Billing_Addr,Shape
3211293.53625436,13805224.2768605,275,TCS-0278,Fairmont Pkwy @ Underwood Rd,Traffic Control Signal,Active,2018/02/27 00:00:00+00,2,29.651503,-95.086401,9900 Fairmont Parkway,
3213685.30706136,13805374.6404049,276,TCS-0279,Fairmont Pkwy @ Willmont Rd & Malone Dr,Traffic Control Signal,Active,2011/11/14 00:00:00+00,2,29.651696,-95.078859,10002« Fairmont Pkwy,
3086784.43291086,13898740.5806412,277,TCS-0280,Fallbrook Dr @ Ann Louise Rd,Traffic Control Signal,Active,2012/06/13 00:00:00+00,2,29.919437,-95.469346,12830« Ann Louise Road,
3082914.07418178,13898657.7395995,278,TCS-0281,Fallbrook Dr @ Antoine Dr,Traffic Control Signal,Active,1998/04/16 00:00:00+00,1,29.91953,-95.481566,10003« Antoine Drive,
3058192.89987095,13900222.4215095,279,TCS-0282,Fallbrook Dr @ Harvest Sun Dr,Traffic Control Signal,Active,2007/01/18 00:00:00+00,3,29.925853,-95.559425,9104« Fallbrook Drive,
3081816.49993336,13898638.5506615,280,TCS-0283,Fallbrook Dr @ Northwest Park Dr,Traffic Control Signal,Active,2011/02/07 00:00:00+00,1,29.919568,-95.485031,6602« Fallbrook Drive,
3056181.54004852,13900621.3249112,281,TCS-0284,Fallbrook Dr @ Perry Rd,Traffic Control Signal,Active,2001/03/01 00:00:00+00,3,29.927112,-95.565735,9525« Fallbrook Drive,
3091599.10897702,13899089.3007443,282,TCS-0285,Fallbrook Dr @ West Butte Canyon Rd,Traffic Control Signal,Active,2011/06/16 00:00:00+00,2,29.919995,-95.454121,1950« Fallbrook Drive,
3075331.21369135,13900188.2775489,283,TCS-0286,Fallbrook Dr @ Willowood Ln,Traffic Control Signal,Active,2003/05/14 00:00:00+00,1,29.924362,-95.505348,7703« Fallbrook Drive,
3170258.81845519,13836454.0874323,284,TCS-0287,Federal Rd @ American Petroleum Rd,Traffic Control Signal,Active,2016/11/02 00:00:00+00,2,29.741055,-95.212345,2613 Federal Road,
3169908.22368394,13842503.6914748,285,TCS-0288,Federal Rd @ Old Industrial Rd (Cain Circle),Traffic Control Signal,Active,2016/11/03 00:00:00+00,2,29.757714,-95.212832,1780 Federal Road,
2987827.39526102,13853124.3267295,286,TCS-0289,Franz Rd @ Charlton House Ln,Traffic Control Signal,Active,2001/08/15 00:00:00+00,4,29.801894,-95.785566,23955« Franz Road,
2995576.64222969,13853414.2109923,287,TCS-0290,Franz Rd @ Elrod Rd,Traffic Control Signal,Active,1998/08/26 00:00:00+00,4,29.802103,-95.761116,22500« Franz Road,
2994002.3441972,13853345.5333081,288,TCS-0291,Franz Rd @ John Crump Ln,Traffic Control Signal,Active,2009/08/04 00:00:00+00,4,29.802034,-95.766084,22777« Franz Road,
2982666.25761744,13852932.2300009,289,TCS-0292,Franz Rd @ Katy Fort Bend Rd,Traffic Control Signal,Active,2004/03/09 00:00:00+00,4,29.801755,-95.80185,24955« Franz Road,
2980393.51938078,13852844.6694804,290,TCS-0293,Franz Rd @ Katy Hockley Cut-Off Rd,Traffic Control Signal,Active,2001/10/04 00:00:00+00,4,29.801685,-95.809021,5220« Franz Road,
2985488.33301003,13853037.5401577,291,TCS-0294,Franz Rd @ Porter Rd & Lakecrest Haven Dr,Traffic Control Signal,Active,2000/11/29 00:00:00+00,4,29.801832,-95.792946,24351« Porter Road,
3000498.29347561,13853546.1454397,292,TCS-0295,Franz Rd @ Primewest Pkwy,Traffic Control Signal,Active,2006/02/16 00:00:00+00,4,29.80209,-95.745592,20655« Franz Road,
3002546.79429986,13853448.2499662,293,TCS-0296,Franz Rd @ Raintree Village Dr & British International School Driveway,Traffic Control Signal,Active,2009/06/03 00:00:00+00,4,29.801664,-95.739144,20360« Franz Road,
3003771.66160078,13853236.8786698,294,TCS-0297,Franz Rd @ Westgreen Blvd,Traffic Control Signal,Active,2000/08/01 00:00:00+00,4,29.800989,-95.735302,20255« Franz Road,
3180478.17203219,13854324.6481478,295,TCS-0298,Freeport St @ Holly Park Dr,Traffic Control Signal,Active,2022/04/14 00:00:00+00,2,29.789259,-95.178319,13835« Holly Park Drive,
3187440.21781936,13759528.4227144,296,TCS-0299,Friendswood Link Rd @ Fife Ln,Traffic Control Signal,Active,1999/04/07 00:00:00+00,2,29.528075,-95.166177,2850« Friendswood Link Road,
3007575.01751111,13879670.1371548,297,TCS-0300,Fry Rd @ Arbor Creek Rd,Traffic Control Signal,Active,2005/06/22 00:00:00+00,4,29.873358,-95.720978,6665« Fry Road,
3008490.15610078,13871169.6781059,298,TCS-0301,Fry Rd @ Bear Hunters Dr & Blackwater Dr,Traffic Control Signal,Active,2007/06/05 00:00:00+00,4,29.849921,-95.718844,5451« Fry Road,
3004912.05170844,13902326.4694668,299,TCS-0302,Fry Rd @ Brazos Sage Dr,Traffic Control Signal,Active,2017/05/16 00:00:00+00,3,29.935841,-95.727377,10150« Fry Road,
3005367.05670394,13902858.34734,300,TCS-0303,Fry Rd @ Bridgeland Creek Pkwy,Traffic Control Signal,Active,2017/09/12 00:00:00+00,3,29.937268,-95.725894,10250« Fry Road,
3006622.54992786,13889988.5928959,301,TCS-0304,Fry Rd @ Chilton Bluff Blvd & Maricopa Ridge Dr,Traffic Control Signal,Active,2018/04/10 00:00:00+00,4,29.901795,-95.72307,8406« Fry Road,
3008493.78470245,13873006.5481199,302,TCS-0305,Fry Rd @ Coldfield Dr,Traffic Control Signal,Active,2016/08/04 00:00:00+00,4,29.85497,-95.71867,5801« Fry Road,
3004686.28509961,13900033.6866508,303,TCS-0306,Fry Rd @ Cypress Plaza Pkwy,Traffic Control Signal,Active,2017/05/16 00:00:00+00,3,29.929556,-95.728292,9858« Fry Road,
3008686.59402812,13854096.5501788,304,TCS-0307,Fry Rd @ Franz Rd,Traffic Control Signal,Active,2008/06/18 00:00:00+00,4,29.802974,-95.719735,2445« Franz Road,
3006877.98117553,13880490.2240974,305,TCS-0308,Fry Rd @ High Stone Ln,Traffic Control Signal,Active,2016/10/18 00:00:00+00,4,29.875666,-95.723104,6943« High Stone Lane,
3008407.48402202,13869674.3726976,306,TCS-0309,Fry Rd @ Kieth Harrow Blvd,Traffic Control Signal,Active,2003/06/05 00:00:00+00,4,29.845817,-95.719237,5203« Fry Road,
3007992.92809261,13888277.9047162,307,TCS-0310,Fry Rd @ Longenbaugh Rd,Traffic Control Signal,Active,2008/08/07 00:00:00+00,4,29.896987,-95.718898,8050« Fry Road,
3004839.74968769,13895160.9342572,308,TCS-0311,Fry Rd @ Miramesa Dr,Traffic Control Signal,Active,2016/03/17 00:00:00+00,3,29.91615,-95.728238,9202« Fry Road,
3008436.45115569,13861836.6783993,309,TCS-0312,Fry Rd @ Misty Cove Dr,Traffic Control Signal,Active,1996/09/05 00:00:00+00,4,29.82427,-95.719839,19954« Misty Cove Drive,
3005557.53532562,13891834.479624,310,TCS-0313,Fry Rd @ Morrison Grove Dr,Traffic Control Signal,Active,2021/07/22 00:00:00+00,4,29.906951,-95.726267,20502« Morrison Grove Drive,
3008356.58648603,13858385.0314312,311,TCS-0314,Fry Rd @ Morton Rd,Traffic Control Signal,Active,1999/05/20 00:00:00+00,4,29.814788,-95.720396,3102« Fry Road,
3012375.56434044,13913756.8560548,312,TCS-0315,Fry Rd @ Mound Rd,Traffic Control Signal,Active,2006/11/02 00:00:00+00,3,29.966684,-95.702805,12902« Fry Road,
3007828.30079719,13904802.3700268,313,TCS-0316,Fry Rd @ North Bridgeland Lake Pkwy & Cypress North Houston Rd,Traffic Control Signal,Active,2008/08/27 00:00:00+00,3,29.942422,-95.717954,10802« Fry Road,
3009065.75960836,13849358.3749439,314,TCS-0317,Fry Rd @ Park Row,Traffic Control Signal,Active,1985/04/01 00:00:00+00,4,29.78992,-95.718959,1655« Fry Road,
3008290.81299552,13874261.7447564,315,TCS-0318,Fry Rd @ Plantation Grove Trail,Traffic Control Signal,Active,2008/03/12 00:00:00+00,4,29.858436,-95.719199,5911« Fry Road,
3008236.09263253,13885916.0718414,316,TCS-0319,Fry Rd @ Rustic Lake Ln,Traffic Control Signal,Active,2007/08/07 00:00:00+00,4,29.890476,-95.71834,20303« Rustic Lake Lane,
3008937.7178697,13853141.0268274,317,TCS-0320,Fry Rd @ Saums Rd,Traffic Control Signal,Active,1983/05/11 00:00:00+00,4,29.800328,-95.719028,2259« Fry Rd,
3007809.15286961,13876488.4469959,318,TCS-0321,Fry Rd @ Stockton Falls Dr & Cannon Fire Dr,Traffic Control Signal,Active,2018/02/15 00:00:00+00,4,29.864594,-95.720521,6201« Fry Road,
3008366.49066569,13856946.1799782,319,TCS-0322,Fry Rd @ Sun Glen Blvd & Creek Bend Trail,Traffic Control Signal,Active,1998/03/05 00:00:00+00,4,29.810832,-95.720492,2902« Fry Road,
3011965.08254986,13907203.0282832,320,TCS-0323,Fry Rd @ Sunny Springs Ln,Traffic Control Signal,Active,2015/04/07 00:00:00+00,3,29.948701,-95.704684,11818« Fry Rd,
3006648.11680587,13883273.6965488,321,TCS-0324,Fry Rd @ Tealbrook Dr,Traffic Control Signal,Active,2015/05/18 00:00:00+00,4,29.883335,-95.723583,7200« Fry Rd,
3004718.49074386,13898894.0859116,322,TCS-0325,Fry Rd @ Tuckerton Rd,Traffic Control Signal,Active,2011/06/08 00:00:00+00,3,29.926421,-95.728291,9072« Fry Road,
3009031.92240569,13850258.8764237,323,TCS-0326,Fry Rd @ Village Chase Center,Traffic Control Signal,Active,1998/05/13 00:00:00+00,4,29.792398,-95.718986,1751« Fry Road,
3009085.53155044,13848699.0301339,324,TCS-0327,Fry Rd @ WalMart & Home Depot Drwy,Traffic Control Signal,Active,1999/10/27 00:00:00+00,4,29.788106,-95.718955,1265« Fry Road,
3005452.37739944,13893631.9537193,325,TCS-0328,Fry Rd @ Miramesa Town Center,Traffic Control Signal,Active,2017/03/14 00:00:00+00,3,29.9119,-95.72644,8914« Fry Road,
3006477.97049262,13903727.6638429,326,TCS-0329,Fry Rd @ Warner Smith Blvd & Lakeland Village Center Blvd,Traffic Control Signal,Active,2008/12/18 00:00:00+00,3,29.939572,-95.722311,10700« Fry Road,
3007890.5900427,13875280.7673247,327,TCS-0330,Fry Rd @ West Little York Rd,Traffic Control Signal,Active,2001/02/05 00:00:00+00,4,29.861268,-95.720371,6080« Fry Road,
3005554.02450585,13892955.9593364,328,TCS-0331,Fry Rd @ West Rd,Traffic Control Signal,Active,2016/09/08 00:00:00+00,3,29.910034,-95.726179,8801« Fry Road,
3008408.64445278,13855499.8675821,329,TCS-0332,Fry Rd @ Westlake Place Dr,Traffic Control Signal,Active,2000/11/15 00:00:00+00,4,29.806853,-95.720487,2634« Fry Road,
3009588.98395561,13905387.7126881,330,TCS-0333,Fry Rd @ Wheaton Crest Ln & Durango Falls Ln,Traffic Control Signal,Active,2012/04/05 00:00:00+00,3,29.943895,-95.712345,11120« Fry Rd,
3008554.80295311,13868402.7039811,331,TCS-0334,Fry Rd @ Windystone Dr,Traffic Control Signal,Active,2007/06/05 00:00:00+00,4,29.84231,-95.718885,4949« Fry Road,
3008995.41132386,13851367.7511744,332,TCS-0335,Fry Rd @ Younglake Blvd,Traffic Control Signal,Active,1997/07/23 00:00:00+00,4,29.795449,-95.719003,1995« Fry Road,
3242095.78567336,13864639.8079636,333,TCS-0336,Garth Rd @ Seabird St,Traffic Control Signal,Active,2015/08/26 00:00:00+00,2,29.811932,-94.983055,7626« Garth Road,
3241714.42882453,13866661.3869257,334,TCS-0337,Garth Rd @ Spring Park Dr & Stone Bridge Dr,Traffic Control Signal,Active,2013/06/07 00:00:00+00,2,29.817524,-94.984038,8127« Garth Road,
3095391.76641795,13908690.1171725,335,TCS-0338,Gears Rd @ Greensmark Dr,Traffic Control Signal,Active,2005/08/26 00:00:00+00,1,29.946067,-95.441232,1301 Gears Road,
3090416.05753736,13908489.8803683,336,TCS-0339,Gears Rd @ Reliant Energy Drway,Traffic Control Signal,Active,2001/06/12 00:00:00+00,1,29.945932,-95.456955,2250« Gears Road,
3096976.19960077,13908756.5707798,337,TCS-0340,Gears Rd @ Spears Gears Rd,Traffic Control Signal,Active,2005/08/26 00:00:00+00,1,29.946117,-95.436225,1200 Gears Road,
3094278.70926087,13908647.5217853,338,TCS-0341,Gears Rd @ Greens Pkwy & Trickey Rd,Traffic Control Signal,Active,1986/10/07 00:00:00+00,1,29.946043,-95.444749,1502« Greens Parkway,
3087993.71887811,13908386.7188292,339,TCS-0342,Gears Rd @ Walters Rd,Traffic Control Signal,Active,2001/06/12 00:00:00+00,1,29.94585,-95.46461,2970« Gears Rd,
3201186.54301694,13768117.3966781,340,TCS-0343,Gemini Ave @ Feather Craft Ln,Traffic Control Signal,Active,1989/05/01 00:00:00+00,2,29.550437,-95.122078,16902« Feathercraft Lane,
3200421.93595035,13767787.5279153,341,TCS-0344,Gemini Ave @ Rockwell Plant,Traffic Control Signal,Active,1990/11/14 00:00:00+00,2,29.5496,-95.124516,557« Gemini Avenue,
3181545.49404453,13796568.1658919,342,TCS-0345,Genoa Red Bluff Rd @ Burke Rd,Traffic Control Signal,Active,2000/08/09 00:00:00+00,2,29.630415,-95.180901,1101« Genoa Red Bluff Road,
3204706.57042569,13798983.767688,343,TCS-0346,Genoa Red Bluff Rd @ Red Bluff Rd,Traffic Control Signal,Active,1999/08/19 00:00:00+00,2,29.634955,-95.107782,8450« Red Bluff Road,
3193646.21492177,13797253.2183276,344,TCS-0347,Genoa Red Bluff Rd @ Space Center Blvd,Traffic Control Signal,Active,2001/09/28 00:00:00+00,2,29.631206,-95.14276,3406« Genoa Red Bluff Road,
3179469.92437677,13795739.6810004,345,TCS-0348,Genoa Red Bluff Rd @ Strawberry Rd,Traffic Control Signal,Active,2010/02/24 00:00:00+00,2,29.628324,-95.187516,591« Genoa Red Bluff Rd,
3063720.44688669,13887773.9966033,346,TCS-0349,Gessner Rd @ Mauna Loa Ln,Traffic Control Signal,Active,1994/07/13 00:00:00+00,1,29.891188,-95.543144,8302« Gessner Road,
3064394.58038095,13885871.57029,347,TCS-0350,Gessner Rd @ Philippine St,Traffic Control Signal,Active,1994/09/26 00:00:00+00,1,29.885904,-95.541195,7702« Gessner Road,
3064629.42603986,13883088.1126024,348,TCS-0351,Gessner Rd @ West Gulf Bank Rd,Traffic Control Signal,Active,2008/10/30 00:00:00+00,1,29.878234,-95.540714,9518« West Gulf Bank Road,
3063522.58934277,13891989.4261645,349,TCS-0352,Gessner Rd @ West Rd,Traffic Control Signal,Construction,2010/01/21 00:00:00+00,1,29.902791,-95.543375,8950« Gessner Road,
3073147.18885994,13978853.2576859,350,TCS-0353,Gosling Rd @ Creekside Forest Dr,Traffic Control Signal,Active,2011/04/21 00:00:00+00,3,30.140755,-95.504819,25855« Gosling Road,
3072934.78606953,13973960.850804,351,TCS-0354,Gosling Rd @ West Rayford Rd,Traffic Control Signal,Active,2012/08/16 00:00:00+00,3,30.127326,-95.505953,5703« West Rayford Road,
3051170.75052944,13915042.9640469,352,TCS-0355,Grant Rd @ Balcrest Dr & Copeland Dr,Traffic Control Signal,Active,1979/07/12 00:00:00+00,3,29.967156,-95.580216,10702 Grant Road,
3054081.32016762,13915213.3439554,353,TCS-0356,Grant Rd @ Canyon Rose Dr,Traffic Control Signal,Active,2009/06/03 00:00:00+00,3,29.96739,-95.571012,10150« Grant Rd,
3043909.60232212,13918428.3109507,354,TCS-0357,Grant Rd @ Cedar Point Dr,Traffic Control Signal,Active,2018/12/18 00:00:00+00,3,29.977043,-95.602828,13635« Cedar Point Drive,
3041763.27131294,13920398.2709215,355,TCS-0358,Grant Rd @ Cypresswood Dr,Traffic Control Signal,Active,2019/02/14 00:00:00+00,3,29.982629,-95.609424,12341« Grant Road,
3044679.68017827,13917728.1604481,356,TCS-0359,Grant Rd @ Lakewood Forest Dr,Traffic Control Signal,Active,1983/03/03 00:00:00+00,3,29.975057,-95.600461,11902 Grant Road,
3037182.21945144,13924676.2141373,357,TCS-0360,Grant Rd @ Louetta Rd,Traffic Control Signal,Active,2018/11/06 00:00:00+00,3,29.994752,-95.623498,13210 Grant Road,
3039746.31734161,13922261.1343218,358,TCS-0361,Grant Rd @ Malcomson Rd & Kluge Rd,Traffic Control Signal,Active,2018/12/03 00:00:00+00,3,29.98791,-95.615622,12655« Grant Road,
3056312.10606036,13915135.1292168,359,TCS-0362,Grant Rd @ Perry Rd,Traffic Control Signal,Active,1986/12/16 00:00:00+00,3,29.966995,-95.563977,9802« Grant Road,
3013787.31709436,13867777.9532621,360,TCS-0363,Greenhouse Rd @ Cardinal Lake Rd,Traffic Control Signal,Active,2013/05/14 00:00:00+00,4,29.840188,-95.702442,4802« Greenhouse Rd,
3013634.22717744,13870057.5021807,361,TCS-0364,Greenhouse Rd @ Kieth Harrow Blvd,Traffic Control Signal,Active,2009/04/03 00:00:00+00,4,29.846466,-95.702722,4851« Greenhouse Road,
3012575.18467611,13887591.8788573,362,TCS-0365,Greenhouse Rd @ Longenbaugh Dr,Traffic Control Signal,Active,2010/08/24 00:00:00+00,4,29.894747,-95.704503,8150« Greenhouse Rd,
3013133.85613094,13849612.0867068,363,TCS-0366,Greenhouse Rd @ Park Row,Traffic Control Signal,Active,2009/06/01 00:00:00+00,4,29.790303,-95.706116,19203« Park Row,
3013042.01937236,13884031.1267924,364,TCS-0367,Greenhouse Rd @ Redwing Knoll Dr,Traffic Control Signal,Active,2016/11/22 00:00:00+00,4,29.884923,-95.703347,7300« Greenhouse Road,
3013647.67334478,13855101.8749398,365,TCS-0368,Greenhouse Rd @ Spanish Needle Dr,Traffic Control Signal,Active,2004/04/05 00:00:00+00,4,29.805354,-95.704009,2701« Greenhouse Rd,
3012597.00385819,13897993.4302326,366,TCS-0369,Greenhouse Rd @ Tuckerton Rd,Traffic Control Signal,Active,2014/05/22 00:00:00+00,3,29.923337,-95.703509,19375« Tuckerton Rd,
3012974.4460167,13885719.4075366,367,TCS-0370,Greenhouse Rd @ Yaupon Ranch Dr,Traffic Control Signal,Active,2016/12/08 00:00:00+00,4,29.889569,-95.70341,19506« Yaupon Ranch Drive,
3119952.38691603,13911400.3797966,368,TCS-0371,Greens Rd @ Waverly Dr,Traffic Control Signal,Active,2007/02/27 00:00:00+00,1,29.951439,-95.363452,2002« Greens Road,
3106362.92984302,13888208.3861544,369,TCS-0372,Gulf Bank Rd @ Sweetwater Ln,Traffic Control Signal,Active,2015/06/29 00:00:00+00,2,29.888849,-95.408592,9000« Sweetwater Lane,
3102790.03771061,13960454.9152175,370,TCS-0373,Hardy Toll Rd @ Riley Fuzzell Rd & Thornfield Rd,Traffic Control Signal,Active,2017/02/09 00:00:00+00,3,30.087721,-95.41287,411« Riley Fuzzel Road,
3114556.49153987,13916338.2278605,371,TCS-0375,Hardy Tollroad @ Rankin Rd,Traffic Control Signal,Active,1988/02/26 00:00:00+00,1,29.965471,-95.38,16951 Rankin Road,
3108876.45893669,13927315.3735571,372,TCS-0376,Hardy Tollroad @ Richey Rd,Traffic Control Signal,Active,1988/02/26 00:00:00+00,1,29.996124,-95.396862,18951« Hardy Road,
3095954.53760211,13966787.3956628,373,TCS-0377,Hardy Tollroad Frontage @ Springwoods Village Pkwy,Traffic Control Signal,Active,2016/05/04 00:00:00+00,3,30.1057,-95.433863,28602« Hardy Toll Road,
3003579.39262836,13838115.3974299,374,TCS-0378,Highland Knolls Dr @ Park Brush Ln,Traffic Control Signal,Active,2001/10/04 00:00:00+00,4,29.759436,-95.737238,21302« Park Brush Lane,
3000995.75442295,13837760.7350814,375,TCS-0379,Highland Knolls Dr @ Park Maple Dr,Traffic Control Signal,Active,2006/02/16 00:00:00+00,4,29.758659,-95.745409,21634« Highland Knolls Dr,
2994283.37644352,13837309.3068504,376,TCS-0380,Highland Knolls Dr @ South Peek Rd,Traffic Control Signal,Active,2004/03/15 00:00:00+00,4,29.75793,-95.766596,1601« South Peek Road,
3040291.57674977,13951046.2965676,377,TCS-0381,Holderrieth Rd @ South Cherry St,Traffic Control Signal,Design,,3,30.066986,-95.611266,12636« Holderrieth Road,
3073690.5624451,13911769.4315519,378,TCS-0382,Hollister St @ Bourgeois Rd,Traffic Control Signal,Active,2010/07/14 00:00:00+00,1,29.956329,-95.509434,6137« Bourgeois Rd.,
3074394.74509186,13910552.7473055,379,TCS-0383,Hollister St @ Brittany Park Dr,Traffic Control Signal,Active,2010/07/14 00:00:00+00,1,29.952927,-95.507326,6300« Brittany Park Ln.,
3070717.01196177,13916141.2020078,380,TCS-0384,Hollister St @ Theall Rd,Traffic Control Signal,Active,2013/04/15 00:00:00+00,1,29.968589,-95.518409,61452« Hollister Street,
3091043.7032637,13961790.8013253,381,TCS-0385,Holzwarth Rd @ East Mossy Oaks Rd,Traffic Control Signal,Active,2014/01/23 00:00:00+00,3,30.092378,-95.449866,,
3095168.3997387,13949904.0350726,382,TCS-0386,Holzwarth Rd @ Meadowedge Ln,Traffic Control Signal,Active,2009/06/06 00:00:00+00,3,30.059363,-95.437974,1550« Meadowedge Ln,
3140345.65551262,13893084.8429369,383,TCS-0387,Homestead Rd @ Winfield Rd,Traffic Control Signal,Active,,1,29.89934,-95.300917,12102« Homestead Road,
3129596.15306152,13885528.6687448,384,TCS-0388,Hopper Rd @ Bentley Rd,Traffic Control Signal,Active,1979/09/25 00:00:00+00,2,29.879502,-95.335574,3320 Hopper Road,
3128341.76121336,13885521.389888,385,TCS-0389,Hopper Rd @ Foy Ln,Traffic Control Signal,Active,1980/06/25 00:00:00+00,2,29.87959,-95.339531,11226 Foy Lane,
3125330.9138886,13885400.3215606,386,TCS-0390,Hopper Rd @ Seven Mile Ln,Traffic Control Signal,Active,2017/01/11 00:00:00+00,2,29.879516,-95.349039,2327« Hopper Road,
3036946.43514611,13813880.1535776,387,TCS-0391,Howell Sugarland Rd @ Beechnut St,Traffic Control Signal,Active,2001/10/03 00:00:00+00,4,29.690215,-95.634314,7630« Howell Sugarland,
3036867.47434603,13816038.3667808,388,TCS-0392,Howell Sugarland Rd @ Empanada Dr,Traffic Control Signal,Active,2001/10/03 00:00:00+00,4,29.696154,-95.634367,7430« Howell Sugarland Rd,
3036914.18061744,13814912.3582061,389,TCS-0393,Howell Sugarland Rd @ Pavillion Point,Traffic Control Signal,Active,2001/10/03 00:00:00+00,4,29.693055,-95.634322,7530« Howell Sugarland,
3037041.72760645,13811507.7843066,390,TCS-0394,Howell Sugarland Rd @ Renn Rd,Traffic Control Signal,Active,2017/04/19 00:00:00+00,4,29.683686,-95.634229,13945« Renn Road,
3036713.37262011,13820409.8439303,391,TCS-0395,Howell Sugarland Rd @ Rio Bonito Rd,Traffic Control Signal,Active,2002/04/23 00:00:00+00,4,29.708183,-95.634456,6502« Howell Sugarland Rd,
3035554.94285037,13894840.6307639,392,TCS-0396,Huffmeister Rd @ Copper Grove Blvd,Traffic Control Signal,Active,2012/03/07 00:00:00+00,3,29.912872,-95.631351,9351« Huffmeister Road,
3035975.4295422,13906605.4786253,393,TCS-0397,Huffmeister Rd @ Cypress Corner Ln,Traffic Control Signal,Active,1997/09/30 00:00:00+00,3,29.945177,-95.628954,11721« Huffmeister Rd,
3035936.12450269,13907419.2739137,394,TCS-0398,Huffmeister Rd @ Cypress North Houston Rd,Traffic Control Signal,Active,1985/03/26 00:00:00+00,3,29.947417,-95.629004,13842 Cypress North Houston Road,
3013451.29250394,13924884.7366861,395,TCS-0399,Cypress Rose Hill Rd @ Huffmeister Rd,Traffic Control Signal,Active,2010/02/09 00:00:00+00,3,29.997188,-95.698417,17960« Huffmeister Rd,
3036088.58121878,13904175.6002829,396,TCS-0400,Huffmeister Rd @ Fleur De Lis Blvd,Traffic Control Signal,Active,1983/04/20 00:00:00+00,3,29.938489,-95.628818,11295 Huffmeister Road,
3036318.9111387,13897890.9537315,397,TCS-0401,Huffmeister Rd @ Hempstead Hwy,Traffic Control Signal,Active,2020/12/23 00:00:00+00,3,29.921196,-95.628663,20630 Hempstead Rd,
3032397.39798436,13915336.4703496,398,TCS-0402,Huffmeister Rd @ Kluge Rd & Blossomheath Rd,Traffic Control Signal,Active,1994/01/14 00:00:00+00,3,29.969459,-95.639455,13711« Huffmeister Rd,
3035995.27300644,13906202.9521994,399,TCS-0403,Huffmeister Rd @ Meisterwood Dr,Traffic Control Signal,Active,1999/02/03 00:00:00+00,3,29.944069,-95.628928,11607« Huffmeister Rd,
3035232.82013503,13910759.8610645,400,TCS-0404,Huffmeister Rd @ Ravensway Dr,Traffic Control Signal,Active,1991/02/14 00:00:00+00,3,29.956655,-95.63092,12632 Huffmeister Road,
3016888.72723012,13924382.0424815,401,TCS-0405,Huffmeister Rd @ Skinner Rd,Traffic Control Signal,Active,2012/07/10 00:00:00+00,3,29.995539,-95.687607,,
3035932.27017969,13896374.0220541,402,TCS-0406,Huffmeister Rd @ Tuckerton Rd,Traffic Control Signal,Active,2008/07/29 00:00:00+00,3,29.917057,-95.630021,9535« Huffmeister Road,
3036727.02515186,13890377.0891661,403,TCS-0407,Huffmeister Rd @ West Rd,Traffic Control Signal,Active,2018/09/26 00:00:00+00,3,29.90051,-95.628059,8503« Huffmeister Road,
3034913.57602286,13912857.1163844,404,TCS-0408,Huffmeister Rd @ Whispering Valley Dr,Traffic Control Signal,Active,2009/02/12 00:00:00+00,3,29.962445,-95.631737,13018« Huffmeister Rd,
3036221.13410328,13901468.7034658,405,TCS-0409,Huffmeister Rd @ White Oak Landing Dr & White Oak Springs Dr,Traffic Control Signal,Active,1991/03/20 00:00:00+00,3,29.931038,-95.628646,10800« Huffmeister Road,
3036139.10178703,13897444.4749657,406,TCS-0410,Huffmeister Rd @ White Oak Ridge Dr,Traffic Control Signal,Active,2015/08/05 00:00:00+00,3,29.919983,-95.629271,9855« Huffmeister Road,
3036305.49942011,13900070.4854617,407,TCS-0411,Huffmeister Rd @ Wimbledon Oaks Dr,Traffic Control Signal,Active,1987/08/05 00:00:00+00,3,29.927188,-95.628507,10357 Huffmeister Road,
3029361.01527761,13918019.7271222,408,TCS-0412,Huffmeister Rd @ Windshire Dr,Traffic Control Signal,Active,2008/11/19 00:00:00+00,3,29.977074,-95.648798,14426« Huffmeister Road,
3047003.82349586,13944866.5038091,409,TCS-0413,Hufsmith Kohrville Rd @ Fountain Bend Dr,Traffic Control Signal,Active,2013/03/05 00:00:00+00,3,30.049464,-95.590625,19750« Hufsmith Korhville Road,
3047267.87644544,13952132.8901949,410,TCS-0414,Hufsmith Kohrville Rd @ Holderrieth Rd,Traffic Control Signal,Active,2018/01/24 00:00:00+00,3,30.069415,-95.589121,20955« Hufsmith Kohrville Road,
3047862.71777545,13940325.9374309,411,TCS-0415,Hufsmith Kohrville Rd @ Lacey Rd,Traffic Control Signal,Design,,3,30.036915,-95.58833,11307« Lacey Road,
3045474.37018995,13959645.3223485,412,TCS-0416,Hufsmith Kohrville Rd @ Mahaffey Rd,Traffic Control Signal,Active,2019/02/26 00:00:00+00,3,30.090207,-95.594097,22526« Hufsmith Kohrville Road,
3047209.86311002,13941502.4147368,413,TCS-0417,Hufsmith Kohrville Rd @ Northpointe Blvd,Traffic Control Signal,Design,,3,30.040201,-95.590284,,
3047266.93648669,13953249.8121737,414,TCS-0418,Hufsmith Kohrville Rd @ Spell Rd,Traffic Control Signal,Active,2018/02/08 00:00:00+00,3,30.072485,-95.589021,21203« Hufsmith Kohrville Road,
3046900.22298127,13943382.7197032,415,TCS-0419,Hufsmith Kohrville Rd @ Woodland Shore Dr,Traffic Control Signal,Design,,3,30.045394,-95.591089,19419« Hufsmith Kohrville Road,
